customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
CUST-0162,Female,0,No,No,8,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,119.09,3747.5,3,Yes
CUST-0163,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),62.01,4652.25,7,No
CUST-0164,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.72,8311.79,5,Yes
CUST-0165,Male,0,Yes,No,39,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,109.44,2619.92,2,Yes
CUST-0166,Female,0,No,No,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,103.27,2527.02,6,No
CUST-0167,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,22.78,6960.08,2,Yes
CUST-0168,Male,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),114.67,2427.59,6,Yes
CUST-0169,Female,0,No,No,37,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,31.13,7240.26,4,No
CUST-0170,Female,0,Yes,No,9,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,21.51,847.44,3,Yes
CUST-0171,Male,1,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.27,983.97,2,No
CUST-0172,Male,0,Yes,Yes,59,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),37.85,7843.29,7,No
CUST-0173,Female,0,No,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,36.79,4713.33,3,No
CUST-0174,Female,0,Yes,Yes,61,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),47.36,6258.75,7,Yes
CUST-0175,Female,1,No,No,58,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,43.34,1973.96,9,No
CUST-0176,Male,0,No,Yes,60,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),87.85,1461.59,2,Yes
CUST-0177,Male,0,Yes,No,40,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,37.05,7267.07,9,No
CUST-0178,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,73.4,3131.57,8,Yes
CUST-0179,Male,1,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,118.62,3968.59,5,Yes
CUST-0180,Male,0,Yes,No,18,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,62.1,260.85,4,No
CUST-0181,Male,0,Yes,Yes,63,Yes,No,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,83.47,3368.22,4,Yes
CUST-0182,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),116.88,6706.94,2,No
CUST-0183,Male,0,No,No,11,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),32.04,7148.31,1,Yes
CUST-0184,Male,1,No,No,58,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),60.7,6084.59,5,No
CUST-0185,Male,0,No,No,57,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),104.72,6027.5,0,No
CUST-0186,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),113.1,4413.17,6,Yes
CUST-0187,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,79.33,4691.78,4,No
CUST-0188,Male,0,No,No,61,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,32.63,6465.53,3,No
CUST-0189,Female,0,No,No,54,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.95,2165.07,8,No
CUST-0190,Male,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,35.79,2028.03,9,Yes
CUST-0191,Male,0,No,No,1,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),53.99,8265.25,0,No
CUST-0192,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,56.3,258.4,3,No
CUST-0193,Male,0,Yes,No,3,Yes,No phone service,No,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),63.62,1228.84,2,Yes
CUST-0194,Male,0,No,Yes,38,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.6,4969.63,5,Yes
CUST-0195,Female,0,No,No,1,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,99.82,6423.88,4,No
CUST-0196,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),91.4,4687.97,6,No
CUST-0197,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.26,3100.67,0,No
CUST-0198,Male,0,Yes,No,5,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),75.61,8508.79,4,No
CUST-0199,Male,0,No,No,21,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),94.24,6128.85,1,No
CUST-0200,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),63.35,7236.14,1,No
CUST-0201,Female,0,Yes,Yes,67,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.38,367.42,1,No
CUST-0202,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.03,2066.26,8,Yes
CUST-0203,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),83.09,3266.55,9,Yes
CUST-0204,Female,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,24.37,1603.35,2,No
CUST-0205,Male,1,No,No,69,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,84.54,650.91,3,No
CUST-0206,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),110.98,1972.25,4,No
CUST-0207,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,56.7,4651.02,3,Yes
CUST-0208,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,103.49,6058.46,3,Yes
CUST-0209,Male,0,Yes,No,60,Yes,No,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,49.94,6738.05,4,No
CUST-0210,Male,0,Yes,No,27,Yes,No,No,Yes,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),76.15,390.77,9,No
CUST-0211,Male,0,No,No,56,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,84.14,3733.78,8,No
CUST-0212,Male,0,No,Yes,23,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.16,1079.04,8,No
CUST-0213,Male,0,No,No,25,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,108.02,3761.68,5,No
CUST-0214,Male,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,41.93,3785.78,2,No
CUST-0215,Male,1,No,No,61,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),44.76,4343.47,5,No
CUST-0216,Female,0,Yes,No,63,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),89.81,7769.56,9,Yes
CUST-0217,Male,1,No,Yes,52,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,36.07,7007.84,3,No
CUST-0218,Female,0,Yes,No,25,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),65.36,5546.01,2,No
CUST-0219,Male,0,No,Yes,55,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),20.04,7705.11,5,Yes
CUST-0220,Male,1,No,No,46,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),32.38,5908.46,5,No
CUST-0221,Male,0,No,No,32,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.24,7127.3,1,No
CUST-0222,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),94.24,4912.72,8,No
CUST-0223,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.76,4577.94,7,Yes
CUST-0224,Female,0,No,Yes,36,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,41.23,6304.61,5,Yes
CUST-0225,Female,1,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),28.09,188.94,0,No
CUST-0226,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,62.21,6011.86,1,No
CUST-0227,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,30.86,8131.49,3,No
CUST-0228,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,No,Mailed check,62.6,6216.45,6,No
CUST-0229,Male,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,92.67,337.44,8,No
CUST-0230,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),87.71,3298.8,9,No
CUST-0231,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,46.61,7046.78,4,No
CUST-0232,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),86.72,8340.64,9,No
CUST-0233,Female,0,No,No,22,No,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,112.63,3231.76,1,No
CUST-0234,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),53.45,7321.25,0,No
CUST-0235,Female,1,No,No,5,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),51.57,7517.6,9,No
CUST-0236,Female,0,Yes,No,42,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),76.29,1088.37,0,No
CUST-0237,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),43.04,7361.14,4,No
CUST-0238,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.46,2833.14,6,Yes
CUST-0239,Female,0,Yes,Yes,57,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,102.89,5168.49,8,No
CUST-0240,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),64.85,4697.27,8,No
CUST-0241,Male,0,No,Yes,37,Yes,No,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,87.31,5774.63,7,Yes
CUST-0242,Female,0,No,No,13,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.49,6446.71,0,No
CUST-0243,Male,0,No,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,21.94,3845.73,4,No
CUST-0244,Male,0,No,No,46,No,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),36.71,7730.31,5,Yes
CUST-0245,Female,1,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,109.14,7046.07,5,No
CUST-0246,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.77,6837.03,3,Yes
CUST-0247,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),97.6,3996.5,0,No
CUST-0248,Male,1,Yes,No,66,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,111.97,344.21,2,No
CUST-0249,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,49.23,4291.77,9,No
CUST-0250,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,43.27,7818.3,3,No
CUST-0251,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,57.2,1671.49,3,Yes
CUST-0252,Female,0,Yes,No,33,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),23.64,8548.87,3,No
CUST-0253,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.61,7030.37,4,No
CUST-0254,Male,0,No,No,32,Yes,No,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,118.39,6180.74,8,Yes
CUST-0255,Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,102.05,5897.1,3,No
CUST-0256,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),74.61,5114.56,8,Yes
CUST-0257,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),48.12,6274.86,8,Yes
CUST-0258,Female,1,Yes,No,34,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),38.17,3680.98,0,No
CUST-0259,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,55.13,7356.79,4,No
CUST-0260,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),86.03,6063.68,8,Yes
CUST-0261,Female,0,No,No,39,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,63.6,6714.02,3,No
CUST-0262,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,113.27,6898.38,4,No
CUST-0263,Male,0,No,No,19,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,105.13,817.35,3,Yes
CUST-0264,Male,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,28.44,501.07,1,Yes
CUST-0265,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),31.42,6972.16,9,Yes
CUST-0266,Female,0,No,No,24,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.98,2269.97,1,Yes
CUST-0267,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),41.54,5070.66,1,Yes
CUST-0268,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,98.69,3870.3,0,No
CUST-0269,Male,0,No,No,33,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,78.32,209.34,2,No
CUST-0270,Female,0,Yes,Yes,62,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.44,367.72,9,Yes
CUST-0271,Female,1,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),66.83,7199.1,0,No
CUST-0272,Female,0,No,No,67,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,59.42,5293.86,3,No
CUST-0273,Female,0,Yes,No,40,No,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),107.06,4566.01,0,Yes
CUST-0274,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,21.28,8216.86,3,Yes
CUST-0275,Female,0,No,No,65,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Two year,No,Mailed check,109.38,1520.98,2,No
CUST-0276,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,84.51,2257.7,8,No
CUST-0277,Female,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),93.23,6588.01,0,Yes
CUST-0278,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,18.27,6748.59,7,No
CUST-0279,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,82.08,3533.32,8,Yes
CUST-0280,Female,0,No,Yes,34,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),78.03,8274.39,6,Yes
CUST-0281,Female,0,Yes,No,48,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),72.79,8163.93,0,No
CUST-0282,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),98.16,125.74,3,No
CUST-0283,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),74.7,1514.15,9,No
CUST-0284,Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105.42,7139.15,0,No
CUST-0285,Male,1,No,Yes,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),41.73,2928.35,3,No
CUST-0286,Male,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.21,846.81,2,Yes
CUST-0287,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,36.29,6833.36,1,No
CUST-0288,Male,0,No,No,26,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,100.94,3964.69,0,No
CUST-0289,Female,1,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),113.93,4293.11,5,No
CUST-0290,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.24,1636.06,6,No
CUST-0291,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.05,5755.89,5,No
CUST-0292,Male,0,Yes,Yes,69,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),85.15,4803.88,8,No
CUST-0293,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.11,1812.33,8,Yes
CUST-0294,Female,0,No,Yes,49,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.4,2972.76,1,Yes
CUST-0295,Female,1,No,Yes,67,Yes,No,DSL,No,No,No,No internet service,No,No,One year,No,Credit card (automatic),54.78,5200.11,1,No
CUST-0296,Female,1,No,Yes,7,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,106.99,8047.74,8,No
CUST-0297,Male,0,No,Yes,58,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),107.42,8008.71,0,No
CUST-0298,Male,0,No,Yes,49,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.48,2517.6,4,No
CUST-0299,Female,1,Yes,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),84.88,6404.66,0,No
CUST-0300,Male,0,No,No,65,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),92.84,6751.06,6,No
CUST-0301,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),55.33,7040.2,8,Yes
CUST-0302,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),59.26,4973.36,5,No
CUST-0303,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,74.48,109.23,1,No
CUST-0304,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,113.68,6630.87,5,Yes
CUST-0305,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,91.85,943.48,8,No
CUST-0306,Female,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,74.2,1032.68,2,No
CUST-0307,Female,1,Yes,No,32,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.58,5276.03,8,No
CUST-0308,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,55.83,8556.93,7,Yes
CUST-0309,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,92.51,2123.73,6,Yes
CUST-0310,Female,1,Yes,No,25,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Mailed check,59.89,5624.93,7,No
CUST-0311,Male,0,Yes,No,54,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,46.53,2654.32,9,No
CUST-0312,Female,0,Yes,No,28,No,No phone service,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,80.19,7820.74,5,Yes
CUST-0313,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),88.06,5170.91,2,Yes
CUST-0314,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),64.85,1819.32,6,Yes
CUST-0315,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,75.68,2293.82,3,No
CUST-0316,Male,0,No,Yes,51,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),88.79,3772.8,9,No
CUST-0317,Male,0,No,No,71,No,No,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,No,Mailed check,96.31,1077.58,4,No
CUST-0318,Male,0,Yes,No,29,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),109.35,701.56,7,No
CUST-0319,Female,0,No,No,19,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.16,5922.29,6,No
CUST-0320,Female,0,No,No,66,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.05,3553.01,6,Yes
CUST-0321,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),83.0,6323.09,7,Yes
CUST-0322,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,98.35,973.53,9,No
CUST-0323,Female,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.38,5312.85,2,No
CUST-0324,Female,0,Yes,No,3,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,38.97,3866.79,2,Yes
CUST-0325,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),25.29,521.54,1,Yes
CUST-0326,Male,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.08,4747.97,0,No
